0,11,2,4,4,8,2,2,2,2,2,2,10,10,10,10,13,13,5,2,2,5,5,2,8,9,9,9,9,9,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,7,2
11,0,11,12,10,12,11,11,11,11,11,11,11,11,11,11,12,12,10,11,11,10,10,11,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,13,11
2,11,0,4,4,8,2,2,2,2,2,2,10,10,10,10,13,13,5,2,2,5,5,2,8,9,9,9,9,9,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,7,2
4,12,4,0,6,6,4,4,4,4,4,4,9,9,9,9,12,12,7,4,4,7,7,4,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,4
4,10,4,6,0,7,3,3,3,3,3,3,9,9,9,9,10,10,5,3,3,5,5,3,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,5,3
8,12,8,6,7,0,8,8,8,8,8,8,6,6,6,6,8,8,7,8,8,7,7,8,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,10,8
2,11,2,4,3,8,0,0,0,0,0,0,9,9,9,9,12,12,4,1,1,4,4,1,7,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,7,1
2,11,2,4,3,8,0,0,0,0,0,0,9,9,9,9,12,12,4,1,1,4,4,1,7,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,7,1
2,11,2,4,3,8,0,0,0,0,0,0,9,9,9,9,12,12,4,1,1,4,4,1,7,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,7,1
2,11,2,4,3,8,0,0,0,0,0,0,9,9,9,9,12,12,4,1,1,4,4,1,7,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,7,1
2,11,2,4,3,8,0,0,0,0,0,0,9,9,9,9,12,12,4,1,1,4,4,1,7,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,7,1
2,11,2,4,3,8,0,0,0,0,0,0,9,9,9,9,12,12,4,1,1,4,4,1,7,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,7,1
10,11,10,9,9,6,9,9,9,9,9,9,0,0,0,0,3,3,8,10,10,8,8,10,4,5,5,5,5,5,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,11,10
10,11,10,9,9,6,9,9,9,9,9,9,0,0,0,0,3,3,8,10,10,8,8,10,4,5,5,5,5,5,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,11,10
10,11,10,9,9,6,9,9,9,9,9,9,0,0,0,0,3,3,8,10,10,8,8,10,4,5,5,5,5,5,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,11,10
10,11,10,9,9,6,9,9,9,9,9,9,0,0,0,0,3,3,8,10,10,8,8,10,4,5,5,5,5,5,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,11,10
13,12,13,12,10,8,12,12,12,12,12,12,3,3,3,3,0,0,11,13,13,11,11,13,7,8,8,8,8,8,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,13
13,12,13,12,10,8,12,12,12,12,12,12,3,3,3,3,0,0,11,13,13,11,11,13,7,8,8,8,8,8,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,13
5,10,5,7,5,7,4,4,4,4,4,4,8,8,8,8,11,11,0,3,3,0,0,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,4
2,11,2,4,3,8,1,1,1,1,1,1,10,10,10,10,13,13,3,0,0,3,3,0,6,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,6,1
2,11,2,4,3,8,1,1,1,1,1,1,10,10,10,10,13,13,3,0,0,3,3,0,6,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,6,1
5,10,5,7,5,7,4,4,4,4,4,4,8,8,8,8,11,11,0,3,3,0,0,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,4
5,10,5,7,5,7,4,4,4,4,4,4,8,8,8,8,11,11,0,3,3,0,0,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,4
2,11,2,4,3,8,1,1,1,1,1,1,10,10,10,10,13,13,3,0,0,3,3,0,6,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,6,1
8,12,8,8,8,5,7,7,7,7,7,7,4,4,4,4,7,7,4,6,6,4,4,6,0,1,1,1,1,1,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,8,7
9,12,9,8,9,5,8,8,8,8,8,8,5,5,5,5,8,8,5,7,7,5,5,7,1,0,0,0,0,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,9,8
9,12,9,8,9,5,8,8,8,8,8,8,5,5,5,5,8,8,5,7,7,5,5,7,1,0,0,0,0,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,9,8
9,12,9,8,9,5,8,8,8,8,8,8,5,5,5,5,8,8,5,7,7,5,5,7,1,0,0,0,0,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,9,8
9,12,9,8,9,5,8,8,8,8,8,8,5,5,5,5,8,8,5,7,7,5,5,7,1,0,0,0,0,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,9,8
9,12,9,8,9,5,8,8,8,8,8,8,5,5,5,5,8,8,5,7,7,5,5,7,1,0,0,0,0,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,9,8
6,11,6,7,5,6,5,5,5,5,5,5,6,6,6,6,9,9,4,6,6,4,4,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,4,4,4,4,4,4,4,4,7,6
6,11,6,7,5,6,5,5,5,5,5,5,6,6,6,6,9,9,4,6,6,4,4,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,4,4,4,4,4,4,4,4,7,6
6,11,6,7,5,6,5,5,5,5,5,5,6,6,6,6,9,9,4,6,6,4,4,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,4,4,4,4,4,4,4,4,7,6
6,11,6,7,5,6,5,5,5,5,5,5,6,6,6,6,9,9,4,6,6,4,4,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,4,4,4,4,4,4,4,4,7,6
6,11,6,7,5,6,5,5,5,5,5,5,6,6,6,6,9,9,4,6,6,4,4,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,4,4,4,4,4,4,4,4,7,6
6,11,6,7,5,6,5,5,5,5,5,5,6,6,6,6,9,9,4,6,6,4,4,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,4,4,4,4,4,4,4,4,7,6
5,11,5,7,5,7,5,5,5,5,5,5,8,8,8,8,11,11,4,5,5,4,4,5,6,7,7,7,7,7,5,5,5,5,5,5,0,0,0,0,2,2,2,2,2,2,2,2,8,4
5,11,5,7,5,7,5,5,5,5,5,5,8,8,8,8,11,11,4,5,5,4,4,5,6,7,7,7,7,7,5,5,5,5,5,5,0,0,0,0,2,2,2,2,2,2,2,2,8,4
5,11,5,7,5,7,5,5,5,5,5,5,8,8,8,8,11,11,4,5,5,4,4,5,6,7,7,7,7,7,5,5,5,5,5,5,0,0,0,0,2,2,2,2,2,2,2,2,8,4
5,11,5,7,5,7,5,5,5,5,5,5,8,8,8,8,11,11,4,5,5,4,4,5,6,7,7,7,7,7,5,5,5,5,5,5,0,0,0,0,2,2,2,2,2,2,2,2,8,4
5,9,5,7,3,7,3,3,3,3,3,3,8,8,8,8,11,11,2,4,4,2,2,4,6,7,7,7,7,7,4,4,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,7,4
5,9,5,7,3,7,3,3,3,3,3,3,8,8,8,8,11,11,2,4,4,2,2,4,6,7,7,7,7,7,4,4,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,7,4
5,9,5,7,3,7,3,3,3,3,3,3,8,8,8,8,11,11,2,4,4,2,2,4,6,7,7,7,7,7,4,4,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,7,4
