0,11,2,4,4,8,2,7,4,9,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,13,13,13,13,2,5,5,5,2,5,5,2,5,5,8,8,8,8,8,9,9,9,9,9,6,6,6,6,6,6,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,0,11,12,10,12,11,10,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,11,10,10,10,11,10,10,11,10,10,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,11,11,11,11,9,9,9,9,9,9,9,9,9,9
2,11,0,4,4,8,2,7,4,9,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,13,13,13,13,2,5,5,5,2,5,5,2,5,5,8,8,8,8,8,9,9,9,9,9,6,6,6,6,6,6,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,12,4,0,6,6,4,8,6,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,12,12,12,12,4,7,7,7,4,7,7,4,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4,10,4,6,0,7,4,4,5,5,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,10,10,10,10,3,5,5,5,3,5,5,3,5,5,8,8,8,8,8,9,9,9,9,9,5,5,5,5,5,5,7,7,7,7,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
8,12,8,6,7,0,8,9,8,10,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,8,8,8,8,8,7,7,7,8,7,7,8,7,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2,11,2,4,4,8,0,7,4,9,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,13,13,13,13,2,5,5,5,2,5,5,2,5,5,8,8,8,8,8,9,9,9,9,9,6,6,6,6,6,6,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,10,7,8,4,9,7,0,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,12,12,12,12,7,8,8,8,7,8,8,7,8,8,10,10,10,10,10,11,11,11,11,11,7,7,7,7,7,7,8,8,8,8,7,7,7,7,7,7,8,8,8,8,7,7,7,7,7,7,7,7,7,7
4,11,4,6,5,8,4,7,0,8,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,11,11,11,11,3,4,4,4,3,4,4,3,4,4,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,8,8,8,8,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4
9,9,9,9,5,10,9,7,8,0,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,12,12,12,12,8,7,7,7,8,7,7,8,7,7,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,8,11,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
2,11,2,4,3,8,2,7,2,8,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,12,12,12,12,1,4,4,4,1,4,4,1,4,4,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,9,9,9,9,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3
10,11,10,9,9,6,10,9,8,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,3,3,3,3,10,8,8,8,10,8,8,10,8,8,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10,11,10,9,9,6,10,9,8,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,3,3,3,3,10,8,8,8,10,8,8,10,8,8,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
